                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.94798,                0.74086,                 1.3307,                 1.0633,                0.93834,                 1.3943,                0.88334,                0.71667,                0.87703,                0.67235,                  0.894,                0.62932,                 1.4352,                 1.0297,                0.74955,                 1.6364,              0.0010199,              0.0010199,              0.0010199
                    102,                0.93564,                  0.719,                 1.3483,                 1.0379,                0.89183,                 1.4347,                0.80887,                0.86667,                0.90256,                0.69239,                0.92197,                0.66945,                 1.4246,                0.99064,                0.68386,                 1.5015,                0.00101,                0.00101,                0.00101
                    103,                0.92762,                0.71589,                 1.3243,                 1.0017,                0.89169,                 1.3757,                0.77822,                0.81667,                0.88119,                0.67369,                0.87334,                0.66355,                 1.3959,                0.97873,                0.71966,                 1.4618,              0.0010001,              0.0010001,              0.0010001
                    104,                0.92286,                0.71428,                 1.3438,                 1.0232,                0.85973,                 1.4223,                0.78386,                0.78333,                0.86844,                0.65012,                0.90729,                0.69498,                 1.4422,                0.97473,                0.82033,                 1.4909,              0.0009902,              0.0009902,              0.0009902
                    105,                0.93621,                0.70227,                 1.3228,                 1.0308,                0.87838,                 1.4168,                0.82848,                0.80507,                0.89018,                0.65973,                 0.9411,                0.65773,                 1.4583,                0.99775,                0.70733,                 1.4943,              0.0009803,              0.0009803,              0.0009803
                    106,                0.97129,                0.77693,                 1.3506,                 1.0355,                0.92812,                 1.3949,                 0.8489,                0.73333,                 0.8974,                 0.6349,                0.99167,                0.68095,                 1.4884,                 1.0614,                0.75893,                 1.5969,              0.0009704,              0.0009704,              0.0009704
                    107,                0.94368,                0.74343,                  1.317,                   1.03,                0.87463,                 1.3704,                0.85371,                0.81667,                0.90681,                0.65768,                0.94092,                 0.6492,                 1.4352,                 1.0497,                0.71247,                 1.5104,              0.0009605,              0.0009605,              0.0009605
                    108,                0.93771,                0.68718,                 1.2771,                0.99371,                0.80359,                 1.3276,                0.76651,                0.76603,                0.86842,                0.64796,                0.92698,                0.67711,                 1.4209,                 1.0063,                0.78535,                 1.4742,              0.0009506,              0.0009506,              0.0009506
                    109,                0.96563,                0.73152,                  1.345,                 1.0567,                0.86468,                 1.3942,                0.92278,                0.79676,                0.93547,                 0.6916,                0.92744,                0.61947,                 1.4308,                0.99539,                0.62358,                 1.5095,              0.0009407,              0.0009407,              0.0009407
                    110,                0.95935,                0.71802,                 1.3728,                 1.0208,                0.82384,                 1.4248,                0.86929,                   0.85,                0.91491,                0.67502,                0.97388,                0.65177,                 1.4566,                 1.0804,                0.67037,                 1.6077,              0.0009308,              0.0009308,              0.0009308
                    111,                0.88868,                0.67557,                 1.2933,                0.97474,                0.78369,                 1.3326,                0.91949,                0.78333,                0.90982,                0.68673,                  0.922,                0.67975,                 1.4599,                 1.0267,                0.68427,                 1.5923,              0.0009209,              0.0009209,              0.0009209
                    112,                0.93668,                0.71906,                 1.3464,                 1.0077,                0.83862,                 1.3724,                0.80533,                0.89637,                0.92004,                0.69814,                0.91809,                0.63346,                 1.4288,                 1.0242,                 0.6031,                 1.5324,               0.000911,               0.000911,               0.000911
                    113,                0.88936,                0.70963,                 1.3501,                0.98411,                0.86391,                 1.3989,                0.89698,                0.87074,                0.92376,                0.71851,                0.84575,                 0.6402,                 1.3833,                0.91795,                0.57071,                 1.4685,              0.0009011,              0.0009011,              0.0009011
                    114,                0.88939,                0.70092,                 1.3442,                0.99336,                0.78406,                 1.3998,                0.97912,                0.78148,                0.92348,                0.72268,                0.86214,                0.60312,                 1.3876,                0.87674,                0.59112,                  1.416,              0.0008912,              0.0008912,              0.0008912
                    115,                0.89661,                0.67234,                 1.3234,                0.97179,                0.80823,                 1.3697,                0.87522,                0.83333,                0.94175,                0.72619,                0.88615,                 0.6147,                 1.3915,                0.92786,                0.57312,                 1.4626,              0.0008813,              0.0008813,              0.0008813
                    116,                0.90779,                0.68885,                 1.3462,                0.99593,                0.80047,                  1.414,                0.89095,                0.76667,                0.91599,                0.66083,                 1.0009,                0.65486,                 1.4825,                 1.0638,                0.68358,                 1.5936,              0.0008714,              0.0008714,              0.0008714
                    117,                 1.0086,                0.77622,                 1.4022,                  1.103,                0.93263,                 1.4372,                0.79225,                    0.8,                0.88193,                0.63899,                 1.0105,                0.66373,                 1.5039,                 1.0153,                0.75048,                 1.5625,              0.0008615,              0.0008615,              0.0008615
                    118,                0.98612,                0.73203,                 1.3984,                 1.0753,                0.90485,                 1.4469,                0.81016,                0.85356,                0.91478,                0.68667,                0.93385,                0.67941,                 1.4341,                 1.0387,                0.68544,                 1.5391,              0.0008516,              0.0008516,              0.0008516
                    119,                0.89084,                0.65291,                 1.2639,                0.97636,                0.74721,                 1.3196,                0.82644,                0.87303,                0.92829,                0.71399,                0.89285,                0.61089,                 1.4101,                0.92878,                0.59657,                 1.4419,              0.0008417,              0.0008417,              0.0008417
                    120,                0.86787,                0.64544,                 1.2636,                0.94314,                0.75577,                 1.3146,                0.76874,                    0.9,                0.92669,                0.68562,                0.97428,                0.60058,                 1.4686,                 1.0398,                0.62531,                 1.4899,              0.0008318,              0.0008318,              0.0008318
                    121,                0.86509,                 0.6499,                 1.2821,                0.92764,                0.74312,                  1.316,                0.83779,                0.86086,                 0.9255,                0.71504,                 0.8737,                0.56448,                  1.401,                0.93111,                0.56628,                 1.4457,              0.0008219,              0.0008219,              0.0008219
                    122,                0.91211,                0.71901,                 1.3301,                0.96184,                0.81988,                 1.3548,                0.92417,                0.81258,                 0.9343,                 0.7024,                0.90241,                0.62429,                 1.4122,                 0.9957,                0.62255,                 1.4968,               0.000812,               0.000812,               0.000812
                    123,                 0.8702,                0.67381,                 1.3178,                0.94888,                0.79454,                 1.3597,                0.89989,                0.89891,                0.94326,                0.72577,                0.80383,                0.62201,                  1.355,                0.89299,                0.62428,                 1.4014,              0.0008021,              0.0008021,              0.0008021
                    124,                 0.8309,                0.65979,                 1.2637,                0.92512,                0.73156,                 1.2999,                0.83416,                   0.85,                0.91367,                0.70427,                0.87504,                0.64447,                  1.368,                0.92144,                0.64264,                 1.4204,              0.0007922,              0.0007922,              0.0007922
                    125,                0.88802,                0.70739,                 1.2832,                0.95923,                0.81135,                 1.3352,                0.81904,                0.91667,                0.94044,                0.70042,                0.94587,                 0.6093,                 1.4486,                 0.9634,                0.62395,                 1.4639,              0.0007823,              0.0007823,              0.0007823
                    126,                0.82549,                0.63968,                 1.2591,                0.89837,                0.72667,                 1.3209,                0.86714,                0.87025,                 0.9276,                0.71643,                0.85594,                0.59682,                 1.3665,                0.93581,                0.60347,                 1.4665,              0.0007724,              0.0007724,              0.0007724
                    127,                0.87102,                0.66763,                 1.2908,                0.98621,                0.80709,                 1.3539,                0.81319,                0.87068,                0.92842,                0.71497,                 0.8679,                 0.5746,                 1.3887,                0.92746,                0.60428,                 1.4663,              0.0007625,              0.0007625,              0.0007625
                    128,                0.91289,                0.71526,                 1.3147,                 1.0169,                 0.9245,                 1.3861,                0.79068,                    0.9,                0.92928,                0.72281,                0.92263,                0.58498,                 1.4338,                0.94914,                0.58652,                 1.4594,              0.0007526,              0.0007526,              0.0007526
                    129,                0.88027,                0.64847,                 1.3181,                0.95729,                0.75572,                 1.3497,                0.80471,                0.82417,                0.91079,                0.71927,                0.82663,                 0.5739,                 1.3577,                0.86364,                0.61843,                 1.3794,              0.0007427,              0.0007427,              0.0007427
                    130,                0.87067,                0.69884,                 1.2882,                0.91389,                0.80883,                 1.3064,                 0.8618,                   0.75,                0.89459,                0.70305,                0.84463,                0.58597,                 1.3744,                0.88683,                0.65335,                 1.3919,              0.0007328,              0.0007328,              0.0007328
                    131,                0.83364,                 0.6161,                 1.2492,                0.89227,                0.69163,                 1.2958,                0.81984,                0.83333,                0.90721,                 0.7098,                 0.8966,                0.59402,                 1.4385,                0.95019,                0.60792,                 1.4734,              0.0007229,              0.0007229,              0.0007229
                    132,                0.83667,                0.65364,                  1.278,                 0.9109,                0.74772,                 1.3287,                0.89754,                0.87603,                0.95263,                0.68956,                0.92375,                0.55585,                 1.4291,                 1.0367,                0.54721,                 1.4836,               0.000713,               0.000713,               0.000713
                    133,                 0.8821,                0.66776,                 1.2987,                0.91392,                0.79243,                 1.3315,                0.86706,                0.88333,                0.94837,                0.69972,                0.93049,                0.59816,                 1.4565,                 1.0049,                0.57479,                 1.4993,              0.0007031,              0.0007031,              0.0007031
                    134,                0.88125,                0.64804,                 1.2876,                0.97195,                0.72361,                 1.3383,                0.92356,                0.80552,                0.92139,                0.71151,                0.81392,                0.54619,                 1.3581,                0.92092,                0.61248,                 1.4324,              0.0006932,              0.0006932,              0.0006932
                    135,                0.84966,                0.64092,                  1.271,                0.96538,                0.71408,                  1.326,                0.86298,                0.83982,                0.91737,                0.70506,                 0.9069,                0.59202,                 1.4081,                0.98382,                0.62862,                 1.4741,              0.0006833,              0.0006833,              0.0006833
                    136,                0.86567,                0.67763,                 1.2797,                0.89993,                0.81376,                 1.3206,                0.97999,                0.81638,                0.94361,                0.73107,                0.87822,                 0.5732,                 1.3776,                0.94692,                0.58473,                 1.4549,              0.0006734,              0.0006734,              0.0006734
                    137,                0.83578,                 0.6412,                 1.2391,                0.87042,                  0.788,                 1.2765,                0.82124,                    0.9,                0.93703,                0.70641,                 0.9041,                0.56397,                 1.4106,                0.97106,                0.58026,                 1.4484,              0.0006635,              0.0006635,              0.0006635
                    138,                0.82199,                0.62481,                 1.2334,                 0.9034,                0.70788,                 1.2757,                0.92702,                0.84682,                0.94566,                 0.7447,                0.81533,                0.54764,                 1.3349,                0.87044,                0.50504,                 1.3936,              0.0006536,              0.0006536,              0.0006536
                    139,                0.84282,                0.64508,                 1.2767,                0.93367,                0.78247,                 1.3444,                0.89709,                    0.9,                0.93842,                0.73869,                0.80737,                 0.5741,                 1.3259,                0.87307,                0.53636,                 1.4014,              0.0006437,              0.0006437,              0.0006437
                    140,                0.81475,                 0.6106,                  1.239,                0.89035,                0.71535,                 1.3043,                0.91378,                0.88314,                0.95043,                0.69921,                0.93801,                0.62102,                  1.421,                 1.0067,                0.59558,                  1.501,              0.0006338,              0.0006338,              0.0006338
                    141,                0.79327,                0.61113,                 1.2381,                0.86465,                0.66386,                 1.2887,                0.89995,                   0.75,                0.91448,                0.69533,                0.84206,                0.56627,                 1.3275,                 0.9834,                0.63014,                 1.4425,              0.0006239,              0.0006239,              0.0006239
                    142,                0.80975,                0.63259,                 1.2534,                0.89689,                0.71792,                 1.3067,                0.86316,                0.84111,                0.92997,                0.67627,                 0.9561,                0.59983,                 1.4067,                 1.0809,                0.64217,                 1.5091,               0.000614,               0.000614,               0.000614
                    143,                0.84606,                0.62969,                 1.2517,                0.90439,                0.71135,                 1.3026,                  0.844,                0.81667,                0.90993,                0.70828,                0.77743,                0.55843,                 1.2941,                0.89149,                0.59605,                 1.3812,              0.0006041,              0.0006041,              0.0006041
                    144,                0.85962,                0.67519,                 1.2387,                0.94838,                0.77797,                 1.2906,                0.87056,                 0.7847,                0.90592,                0.70335,                0.79309,                0.55728,                 1.3182,                0.89117,                 0.6137,                 1.3784,              0.0005942,              0.0005942,              0.0005942
                    145,                0.86951,                0.68963,                 1.2921,                0.93375,                0.83869,                 1.3308,                0.87262,                    0.8,                0.91595,                0.70212,                0.86002,                0.59691,                 1.3794,                0.91922,                0.66518,                 1.4179,              0.0005843,              0.0005843,              0.0005843
                    146,                0.78764,                0.65701,                 1.2223,                0.85713,                 0.7526,                 1.2748,                0.94296,                0.82668,                0.93892,                0.73021,                0.83005,                0.57456,                 1.3383,                0.88393,                0.60569,                  1.383,              0.0005744,              0.0005744,              0.0005744
                    147,                0.80367,                0.60821,                 1.2285,                0.89335,                0.67972,                 1.2896,                0.85751,                0.86667,                0.93646,                0.73148,                0.86945,                0.58299,                 1.3509,                0.88897,                0.56692,                 1.3856,              0.0005645,              0.0005645,              0.0005645
                    148,                0.82145,                0.60269,                 1.2211,                0.88212,                0.70792,                 1.2532,                0.87776,                0.86667,                0.93499,                0.74462,                0.77131,                0.55774,                 1.2991,                0.84748,                0.55965,                 1.3725,              0.0005546,              0.0005546,              0.0005546
                    149,                0.82071,                0.59508,                  1.256,                0.88778,                0.66018,                 1.3058,                0.92109,                0.77821,                0.92816,                0.72274,                 0.8565,                0.57704,                 1.3596,                0.87045,                0.61608,                 1.3896,              0.0005447,              0.0005447,              0.0005447
                    150,                0.80269,                0.63426,                 1.2489,                0.87818,                0.74232,                  1.303,                0.82528,                0.86595,                 0.9152,                0.70322,                0.86407,                0.61904,                  1.355,                0.91438,                0.63758,                 1.4039,              0.0005348,              0.0005348,              0.0005348
                    151,                0.81817,                0.63007,                 1.2813,                0.89038,                0.72962,                 1.3254,                0.86481,                0.85296,                 0.9256,                0.71558,                0.88173,                0.58669,                 1.3819,                0.92865,                0.62967,                 1.4431,              0.0005249,              0.0005249,              0.0005249
                    152,                0.85294,                0.63913,                 1.2787,                0.94701,                0.76704,                 1.3209,                0.84509,                0.81667,                0.89618,                0.72265,                0.76861,                0.58146,                 1.2696,                0.82487,                 0.6275,                 1.3536,               0.000515,               0.000515,               0.000515
                    153,                 0.7924,                0.60349,                 1.2397,                0.84518,                0.70805,                 1.2722,                0.81543,                   0.85,                0.87171,                 0.6949,                0.77975,                0.61312,                 1.3159,                0.84013,                0.65999,                 1.3784,              0.0005051,              0.0005051,              0.0005051
                    154,                  0.813,                0.60383,                 1.2294,                0.89325,                0.69941,                 1.2792,                0.72082,                0.90373,                0.88492,                0.71735,                0.77189,                0.59444,                 1.2996,                0.81058,                0.64356,                 1.3684,              0.0004952,              0.0004952,              0.0004952
                    155,                 0.7797,                0.60405,                 1.2109,                0.85238,                0.73136,                 1.2737,                0.78284,                0.88333,                0.90896,                 0.6941,                0.89587,                0.57017,                 1.3691,                0.92624,                0.57984,                 1.4496,              0.0004853,              0.0004853,              0.0004853
                    156,                0.75315,                0.59848,                 1.2018,                0.82947,                0.67445,                 1.2499,                0.78423,                0.88333,                 0.9164,                 0.7426,                0.75367,                 0.5443,                 1.2829,                0.82431,                0.54153,                 1.3566,              0.0004754,              0.0004754,              0.0004754
                    157,                0.77966,                 0.5903,                 1.2197,                 0.8206,                0.67156,                 1.2454,                0.78568,                0.91647,                0.92229,                0.72301,                0.77377,                0.52859,                 1.3031,                 0.8846,                0.57359,                 1.3967,              0.0004655,              0.0004655,              0.0004655
                    158,                0.80441,                0.60666,                 1.2001,                0.89012,                0.72918,                 1.2507,                0.84419,                    0.9,                0.93867,                0.74733,                0.80225,                0.50862,                 1.2907,                0.88169,                0.52842,                 1.3801,              0.0004556,              0.0004556,              0.0004556
                    159,                0.75893,                0.58679,                 1.1899,                0.82319,                0.64727,                 1.2341,                0.83343,                 0.8339,                0.92877,                0.73718,                0.76064,                0.51434,                 1.2736,                0.83781,                0.55489,                 1.3462,              0.0004457,              0.0004457,              0.0004457
                    160,                0.78677,                0.58756,                 1.2352,                0.85423,                0.66481,                  1.285,                0.87731,                    0.8,                0.92573,                0.73656,                0.75008,                 0.5219,                  1.252,                0.83965,                0.55118,                 1.3284,              0.0004358,              0.0004358,              0.0004358
                    161,                0.80861,                0.63843,                 1.2289,                0.86518,                 0.7211,                 1.2753,                0.86668,                0.86677,                0.93821,                0.75296,                0.75604,                0.53568,                 1.2702,                0.83133,                0.51675,                 1.3373,              0.0004259,              0.0004259,              0.0004259
                    162,                0.74536,                0.57318,                 1.1662,                0.80563,                0.67656,                 1.1966,                0.86262,                0.83333,                0.92772,                 0.7241,                 0.8234,                0.58818,                 1.3294,                0.84103,                0.60215,                 1.3649,               0.000416,               0.000416,               0.000416
                    163,                0.79383,                0.58948,                 1.1789,                0.84955,                 0.6654,                 1.2165,                0.81227,                0.86537,                0.89444,                0.71187,                 0.7531,                0.53523,                 1.2507,                0.82067,                0.59878,                 1.3137,              0.0004061,              0.0004061,              0.0004061
                    164,                  0.768,                0.59688,                 1.1952,                0.82345,                0.69976,                 1.2376,                0.78473,                0.91138,                0.89946,                0.69665,                0.82933,                0.53596,                 1.3298,                0.89536,                0.60848,                 1.3714,              0.0003962,              0.0003962,              0.0003962
                    165,                0.77288,                0.59019,                 1.2173,                0.83804,                0.68354,                 1.2576,                0.84022,                0.91667,                0.91276,                0.72622,                0.73966,                0.52302,                  1.258,                0.83231,                0.54539,                 1.3129,              0.0003863,              0.0003863,              0.0003863
                    166,                0.75833,                0.58541,                  1.195,                0.84753,                0.67514,                 1.2376,                0.84476,                0.88333,                0.93882,                0.74938,                0.75764,                0.52533,                 1.2558,                0.82641,                0.51881,                 1.3245,              0.0003764,              0.0003764,              0.0003764
                    167,                0.74041,                0.54432,                 1.1767,                0.80787,                0.61791,                 1.2078,                0.89333,                0.83757,                0.93147,                0.75753,                0.73588,                0.53886,                 1.2318,                 0.8047,                0.55642,                  1.293,              0.0003665,              0.0003665,              0.0003665
                    168,                0.73993,                 0.5601,                 1.1835,                0.79707,                0.64277,                 1.2258,                0.88957,                   0.85,                0.93458,                0.73766,                0.78547,                0.56995,                 1.2711,                0.84614,                0.55113,                 1.3213,              0.0003566,              0.0003566,              0.0003566
                    169,                0.74593,                0.56581,                  1.212,                0.79492,                0.60951,                 1.2454,                0.88538,                0.81667,                0.93684,                 0.7482,                0.76138,                0.51763,                 1.2613,                0.84303,                0.51676,                 1.3234,              0.0003467,              0.0003467,              0.0003467
                    170,                0.75986,                 0.5555,                 1.2114,                0.81586,                0.61933,                 1.2607,                0.90838,                0.82627,                0.93063,                0.74354,                0.77231,                 0.5353,                 1.2647,                0.82213,                0.56872,                 1.3167,              0.0003368,              0.0003368,              0.0003368
                    171,                0.76612,                0.56385,                 1.1958,                0.86132,                0.66473,                   1.25,                0.78133,                0.83333,                0.90645,                0.71784,                0.81923,                0.57149,                 1.2935,                0.85569,                0.63828,                 1.3199,              0.0003269,              0.0003269,              0.0003269
                    172,                0.76082,                0.59189,                 1.2072,                0.81688,                0.71857,                 1.2448,                0.78091,                    0.9,                0.91978,                0.73134,                0.79337,                0.55446,                  1.293,                0.82013,                0.59958,                 1.3016,               0.000317,               0.000317,               0.000317
                    173,                0.71437,                0.55054,                 1.1735,                0.78029,                0.59567,                 1.2083,                0.82533,                0.86627,                0.92695,                0.73941,                0.77068,                0.52898,                 1.2701,                0.85868,                0.54973,                 1.3312,              0.0003071,              0.0003071,              0.0003071
                    174,                0.73447,                0.56509,                 1.1807,                0.79675,                0.67056,                 1.1985,                0.89377,                 0.8414,                0.94652,                0.75791,                0.72185,                0.54866,                 1.2468,                0.79777,                0.57391,                 1.2997,              0.0002972,              0.0002972,              0.0002972
                    175,                0.74195,                0.54254,                 1.1846,                0.81855,                0.58828,                 1.2391,                0.85804,                   0.85,                0.93384,                0.74617,                0.78935,                0.55672,                 1.3001,                 0.8273,                0.59001,                 1.3349,              0.0002873,              0.0002873,              0.0002873
                    176,                 0.7403,                0.53029,                 1.1736,                0.79027,                0.60821,                 1.2131,                0.88823,                    0.9,                0.94713,                0.74953,                0.74531,                0.51234,                 1.2554,                0.81079,                 0.5072,                 1.3022,              0.0002774,              0.0002774,              0.0002774
                    177,                0.75909,                0.56673,                 1.1987,                0.82665,                0.65072,                  1.224,                0.80602,                   0.95,                0.94041,                 0.7486,                0.75132,                0.49918,                  1.253,                0.82225,                0.52868,                 1.3137,              0.0002675,              0.0002675,              0.0002675
                    178,                0.72833,                0.54487,                 1.1892,                0.78969,                0.59092,                 1.2041,                 0.8138,                0.91667,                0.93659,                0.74672,                0.80617,                0.50164,                 1.2775,                0.84266,                0.58699,                  1.333,              0.0002576,              0.0002576,              0.0002576
                    179,                0.72305,                0.56092,                 1.1966,                0.78419,                0.67059,                 1.2369,                0.90562,                0.83333,                0.94547,                0.76317,                 0.7863,                0.49619,                  1.266,                0.82527,                 0.5183,                  1.325,              0.0002477,              0.0002477,              0.0002477
                    180,                0.70647,                0.51354,                 1.1436,                0.73909,                0.54205,                 1.1633,                0.84522,                0.91021,                 0.9434,                0.76421,                0.70955,                0.48822,                 1.2311,                0.77022,                0.51281,                 1.2987,              0.0002378,              0.0002378,              0.0002378
                    181,                0.70351,                0.55516,                 1.1514,                0.77663,                0.63906,                   1.19,                0.87064,                0.86667,                0.94638,                0.76706,                0.73558,                0.48897,                 1.2447,                0.79009,                0.54617,                 1.3084,              0.0002279,              0.0002279,              0.0002279
                    182,                 0.6907,                0.54081,                 1.1704,                0.75807,                0.58419,                 1.2126,                0.86476,                    0.9,                0.95517,                0.76598,                 0.7511,                0.48578,                 1.2619,                0.79585,                0.52311,                 1.3233,               0.000218,               0.000218,               0.000218
                    183,                0.70124,                 0.5375,                 1.1559,                0.75763,                0.58048,                 1.1994,                0.85461,                0.88175,                0.93853,                0.76646,                0.72268,                0.49729,                 1.2356,                0.79137,                0.56244,                  1.311,              0.0002081,              0.0002081,              0.0002081
                    184,                0.69055,                0.54117,                 1.1338,                0.77368,                0.64066,                 1.1806,                0.87879,                0.88333,                0.94699,                0.76109,                0.76578,                0.52046,                 1.2507,                0.82145,                0.55012,                 1.3214,              0.0001982,              0.0001982,              0.0001982
                    185,                 0.7089,                0.54303,                 1.1503,                0.77847,                0.62475,                  1.187,                0.91629,                0.88333,                0.95324,                0.77537,                0.73509,                 0.5196,                 1.2324,                0.77491,                0.53384,                 1.2859,              0.0001883,              0.0001883,              0.0001883
                    186,                0.69572,                0.53953,                 1.1642,                0.74367,                0.62463,                 1.2046,                0.94633,                0.88333,                0.96246,                0.78461,                0.72586,                0.50669,                 1.2202,                0.78028,                0.49253,                 1.2794,              0.0001784,              0.0001784,              0.0001784
                    187,                0.68956,                0.55106,                 1.1442,                0.77459,                0.63627,                 1.1908,                0.85773,                0.90441,                0.94765,                0.74991,                 0.7813,                0.52035,                 1.2552,                0.83316,                 0.5431,                 1.3127,              0.0001685,              0.0001685,              0.0001685
                    188,                 0.6589,                0.50683,                 1.1423,                0.72194,                0.55504,                 1.1807,                 0.9592,                0.86667,                0.95063,                0.75197,                0.81079,                0.52392,                 1.2774,                 0.8585,                  0.547,                 1.3355,              0.0001586,              0.0001586,              0.0001586
                    189,                 0.7235,                0.54608,                 1.1754,                0.78896,                0.65924,                 1.2084,                0.90591,                0.86667,                0.95031,                0.77796,                0.73155,                0.50584,                 1.2269,                0.79889,                0.51906,                  1.296,              0.0001487,              0.0001487,              0.0001487
                    190,                0.69956,                0.55872,                  1.183,                0.75484,                0.62663,                 1.2119,                0.87281,                   0.85,                0.93873,                0.77318,                0.73619,                0.51217,                 1.2312,                0.79333,                0.54108,                 1.2923,              0.0001388,              0.0001388,              0.0001388
                    191,                0.58644,                0.49754,                 1.0992,                0.62434,                0.53922,                  1.133,                0.79625,                0.88333,                0.92524,                0.75285,                 0.7627,                0.51318,                 1.2559,                0.81158,                 0.5737,                 1.3098,              0.0001289,              0.0001289,              0.0001289
                    192,                0.59131,                 0.4992,                 1.1271,                0.65345,                0.56394,                 1.1606,                0.90045,                0.75381,                0.92485,                0.73289,                0.81882,                0.53916,                 1.3025,                0.85577,                0.59492,                 1.3498,               0.000119,               0.000119,               0.000119
                    193,                0.59109,                0.47095,                 1.1353,                0.62737,                0.50226,                 1.1601,                 0.9344,                0.76667,                0.93287,                0.74024,                0.77915,                0.54585,                  1.265,                0.83811,                0.57057,                 1.3172,              0.0001091,              0.0001091,              0.0001091
                    194,                 0.5698,                0.47642,                 1.1264,                0.60305,                0.51735,                 1.1402,                0.88936,                0.80392,                0.93268,                0.75185,                0.74931,                0.52356,                 1.2444,                0.82146,                0.54896,                 1.2993,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.57888,                0.44148,                 1.1226,                0.61469,                0.42223,                 1.1434,                0.87856,                0.86667,                0.93436,                0.75859,                0.74366,                0.50996,                 1.2513,                0.80641,                0.54522,                 1.2928,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.57488,                0.44967,                 1.1146,                0.62605,                0.44011,                 1.1535,                0.83652,                0.85286,                0.93313,                0.76061,                0.72768,                0.50521,                 1.2361,                 0.7903,                0.56228,                 1.2895,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 0.5905,                0.45665,                 1.1043,                0.62926,                0.48783,                 1.1346,                0.77581,                0.92285,                0.93739,                0.77061,                0.71317,                0.49968,                 1.2266,                0.77447,                 0.5352,                 1.2805,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.56041,                0.43307,                 1.0941,                0.61295,                0.44663,                 1.1194,                0.80855,                0.91504,                 0.9431,                0.77233,                0.70746,                0.49036,                  1.221,                0.76879,                0.51411,                 1.2824,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.54288,                0.43738,                 1.0785,                 0.5736,                0.44509,                 1.1044,                0.92298,                0.79898,                0.94388,                0.76354,                0.70262,                0.48061,                 1.2176,                0.76866,                0.52382,                 1.2886,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.54206,                 0.4457,                 1.0876,                0.56634,                0.49575,                  1.111,                0.90928,                0.88333,                0.95537,                0.77481,                 0.7093,                0.47944,                 1.2215,                  0.788,                0.51664,                 1.3046,               3.98e-05,               3.98e-05,               3.98e-05
